csvName,name,uid,primary_uid,alias,addr,address_norm,area,area_name,catalogID,di_tag,std_tag,std_tag_id,tel,x,y,lon,lat,geo
西安交大,西安市第四医院,e2c734e40cce524415a19036,1260781087030771711,['四医院'; '西安第四医院'; '西安交通大学附属广仁医院'; '西安市四院'; '西安四院'],陕西省西安市新城区解放路21号,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][新城区(610102)|AREA|1|][解放路()|ROAD|1|21号$],8258,西安市新城区,0,医疗 医院,医疗;综合医院,2002,(029)87420006,12130675.93,4040439.66,108.9594218,34.2623103,108.9586371 34.2622506;108.9586506 34.2617467;108.9596739 34.2617447;108.9596968 34.2617748;108.9602243 34.2617457;108.9602333 34.2618467;108.9599875 34.2618912;108.9600059 34.2623682;108.9600373 34.2629652;108.9599925 34.2630171;108.9599119 34.263024;108.9591384 34.262956;108.9590627 34.2629189;108.9589728 34.2624749;108.9589009 34.2622659;108.9586371 34.2622506
西安交大,西安交通大学城市学院,2a443b7d1620d50077026964,6057651909160336644,['城市学院'; '交大城市'; '交大城市学院'; '西安城市学院'; '西安大学城市学院'; '西安交大城市学院'; '西安交大城院'; '西安交通大城市学院'; '西安交通大学大城市学院'; '西安市城市交通学院'; '西交城市学院'; '西交大城市学院'],西安市未央区尚稷路8715号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][未央区(610112)|AREA|1|]尚稷路8715号,8253,西安市未央区,468,学校 教育 大学 民办高校,教育培训;高等院校,1802,(029)86652000,12119018.98,4055032.31,108.8547424,34.3711994,108.8563033 34.37642;108.857657 34.3686321;108.8533242 34.368039;108.8531084 34.3689272;108.8529085 34.3698108;108.8528824 34.3699627;108.8527612 34.3706831;108.8521921 34.375231;108.8563033 34.37642
西安交大,西安交通大学-北门,65fcdfb1dd0358c8f7b9161e,10977356272574258252,['西安交通大学(北门)'; '西安交通大学兴庆校区(北门)'],陕西省西安市碑林区咸宁西路28号,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][碑林区(610103)|AREA|1|][咸宁西路()|ROAD|1|28号$],8257,西安市碑林区,468,出入口 门,出入口;门,2708,,12132872.7,4039073.76,108.9790041,34.2522862,
西安交大,西安交通大学科技创新港科创基地,f666b824b8ecc7fa8f55ecc4,7671266073018986301,['交大科创基地'],陕西省西安市长安区学森一路,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][长安区(610116)|AREA|1|][学森一路()|ROAD|1|],8248,西安市长安区,256,工业区 行政区划,公司企业;园区,2503,,12096446.23,4039893.04,108.6519164,34.2588967,
西安交大,交大三村,6e2ae9a177916f980b1cc7ca,14068238525858896535,['西安交大三村'; '西安交通大学三村'],金花南路交大三村,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|0|][碑林区(610103)|AREA|0|][金花南路()|ROAD|1|]交大三村,8257,西安市碑林区,238,房地产 住宅区 小区,房地产;住宅区,2403,,12134134.05,4038472.87,108.9902245,34.2479625,108.9915762 34.2487879;108.9915783 34.2479742;108.9915754 34.2467457;108.9914788 34.246675;108.9908485 34.2466659;108.988395 34.2466711;108.9883014 34.2467393;108.9883242 34.2477378;108.9891159 34.2477285;108.9892234 34.2477812;108.9892243 34.2484739;108.9883083 34.2484836;108.9883241 34.2494721;108.9883789 34.249501;108.9884944 34.2495166;108.9892322 34.2495095;108.9894264 34.2495339;108.9896544 34.2495352;108.9905496 34.2495426;108.9911022 34.249544;108.9911022 34.249601;108.9915911 34.2496045;108.9915762 34.2487879
西安交大,西安交大医学院附属市九院,3fdce332eeac656feb12e43a,5851062891918172218,['西安交大医学院附属市九院'],西安市碑林区南二环路东段151号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][碑林区(610103)|AREA|1|][二环南路东段()|ROAD|0|]南二环路东段151号,8257,西安市碑林区,489,三级医院 医疗 三甲医院 医院,医疗;综合医院,2002,(029)82322257;(029)82322548,12132198.1,4037111.81,108.9729889,34.2375784,108.972389 34.2384096;108.9744557 34.2384179;108.9743712 34.2375812;108.9721128 34.2366462;108.9719165 34.237058;108.971863 34.2371804;108.9720009 34.2372608;108.9718412 34.237643;108.972126 34.23781;108.9721618 34.2379483;108.9722729 34.2380655;108.9721926 34.2383816;108.972389 34.2384096
西安交大,西安交通大学-东南门,083a55faf5472979246e9854,17998542894679457791,['交通大学东南门'; '西安交大东南门'; '西安交通大学(兴庆校区)-东南门'; '西安交通大学兴庆校区(东南门)'; '西安交通大学兴庆校区-东南门'],咸宁西路28号西安交通大学,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|0|][碑林区(610103)|AREA|0|][兴庆路()|ROAD|0|]咸宁西路28号[西安交通大学(2419033015855752544)|POI_PARENT|1|],8257,西安市碑林区,468,出入口 门,出入口;门,2708,,12133332.45,4038344.38,108.9830916,34.2469032,
西安交大,西安交大医学部,077d72fa2ab1da24d7851fbe,3617303485605249750,['西安交大-医学部'],雁塔西路76号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|0|][雁塔区(610113)|AREA|0|][雁塔西路()|ROAD|1|76号$],8256,西安市雁塔区,0,学校 教育 大学,教育培训;高等院校,1802,(029)82655011,12128091.03,4034590.97,108.9362134,34.2188789,
西安交大,西安交通大学-医学院,ec419195f64cdfa136b06c99,3538912549290658786,['交通大学医学院'],雁塔西路76,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|0|][雁塔区(610113)|AREA|0|][雁塔西路()|ROAD|1|76$],8256,西安市雁塔区,192,学校 教育 学院,教育培训;高等院校,1802,(029)82655011,12128129.89,4034587.89,108.9365632,34.2188504,108.9359599 34.218885;108.9359652 34.2185561;108.9370944 34.2185532;108.9370991 34.2188929;108.9359599 34.218885
西安交大,西安交大医院,84cca2de8e040dd1c51e5176,9826001587225815602,,西安市雁塔区雁塔西路277号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][雁塔区(610113)|AREA|1|][雁塔西路()|ROAD|1|277号$],8256,西安市雁塔区,0,医疗 医院,医疗;其他,2001,(029)85323888,12129860.0,4034499.15,108.9521054,34.2180181,108.9519794 34.2178304;108.9519694 34.2182053;108.9522285 34.2182088;108.9522445 34.2178299;108.9519794 34.2178304
西安交大,西安交通大学附属中学,1cea15a97466afc407fef56e,17969223923203571711,['交大附中高中'; '交通大学附属中学'; '西安交大附属中学'; '西安交大附中'; '西安交通大学附中'; '西交大附中'; '西交附中'],西安市雁塔区雁翔路99号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][雁塔区(610113)|AREA|1|][延兴门西路()|ROAD|0|]雁翔路99号,8256,西安市雁塔区,471,中学 学校 教育,教育培训;中学,1803,(029)82295802,12135114.26,4035523.3,108.9989472,34.2260682,108.9973124 34.227411;108.9989841 34.2281676;109.0011003 34.2248894;108.9994196 34.2241488;108.9973124 34.227411
西安交大,西安交通大学南洋大酒店,504d6113caf107aa46572676,1263666635038785535,['交大南洋大酒店'; '南洋大酒店'; '西安交大南洋大酒店'; '西安交通大学(学术交流中心)南洋大酒店'; '西安交通大学学术交流中心南洋大酒店'],陕西省西安市碑林区兴庆南路1号(友谊东路与兴庆南路十字东北角),[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][碑林区(610103)|AREA|1|]兴庆南路1号([友谊东路()|ROAD|1|]与兴庆南路十字东北角),8257,西安市碑林区,782,宾馆,酒店;其他,1101,(029)87665566,12133489.31,4037814.06,108.984485,34.2429677,108.9834818 34.2432832;108.9838325 34.2433063;108.9846021 34.2432873;108.9848646 34.2432801;108.9850607 34.2432609;108.9853803 34.2427956;108.9853802 34.2426576;108.9852475 34.2425807;108.9844551 34.2425843;108.9843085 34.2426532;108.984166 34.2428641;108.9837391 34.242765;108.9836233 34.2429423;108.9834769 34.2432042;108.9834818 34.2432832
西安交大,西安交通大学口腔医院,6b69fba523b4e0bf2efaa7ac,1342153011878018625,['西安交通大学医学院附属口腔医院'],西安市新城区西五路98号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][新城区(610102)|AREA|1|]西五路98号,8258,西安市新城区,486,口腔医院 专科医院 医疗 医院,医疗;专科医院,2003,(029)87275706,12128965.79,4041564.23,108.9441006,34.2707776,108.9434938 34.2712787;108.944356 34.2712687;108.944414 34.2712681;108.9446031 34.2712699;108.9445987 34.270867;108.9453196 34.2708503;108.945351 34.270178;108.9446271 34.2701748;108.944632 34.2699368;108.9442319 34.2699443;108.9442253 34.2703603;108.943488 34.2703508;108.9434792 34.2705519;108.9434612 34.2705451;108.9434435 34.2708883;108.9433805 34.270918;108.9433988 34.2712758;108.9434938 34.2712787
西安交大,交大电脑城,89fd4ea32bd4155ee4e96596,1260113339875327999,['交大电脑城'; '交通大学电脑城'; '西安交通大学电脑城(兴庆路)'],兴庆路159号交大东门,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|0|][碑林区(610103)|AREA|0|][兴庆路()|ROAD|1|159号$]交大东门,8257,西安市碑林区,1,购物 数码 电脑,购物;家电数码,1206,,12133315.08,4038891.0,108.9829399,34.2509779,
西安交大,西安交通大学(财经校区)-经济与金融学院,3fb0aca2abf894818d7727c4,10202624233167412385,['西安交大经济与金融学院'; '西安交通大学经济与金融学院'],陕西省西安市雁塔区雁塔西路74号,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][雁塔区(610113)|AREA|1|][雁塔西路()|ROAD|1|74号$],8256,西安市雁塔区,192,学校 教育 学院,教育培训;其他,1801,(029)82656949,12128481.75,4034591.79,108.9397292,34.2188319,
西安交大,西安交大阳光中学,c879fa0158859e4ac909f032,17998430916292116479,['西安阳光中学'; '阳光中学'],西影路5号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|0|][雁塔区(610113)|AREA|0|][西影路()|ROAD|1|5号$],8256,西安市雁塔区,471,中学 学校 教育,教育培训;中学,1803,(029)82625360,12135653.38,4037527.3,109.0037525,34.2410545,109.0025535 34.2413708;109.0025247 34.2413069;109.003156 34.2402233;109.0049891 34.2409844;109.0045024 34.2417603;109.0043438 34.2418481;109.0033501 34.2413933;109.0025535 34.2413708
西安交大,西安交通大学第二附属医院(大明宫院区),6dd562a136674bce373a71c7,8866569528878681770,['西安交通大学第二附属医院'],西安市未央区大明宫·圣远广场(建强路西),[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][未央区(610112)|AREA|1|]大明宫·圣远广场([建强路()|ROAD|1|]西),8253,西安市未央区,0,医疗 医院,医疗;其他,2001,,12129659.54,4044908.84,108.9503353,34.2956526,
西安交大,西安市第八医院,923ffd00553b77aed92f2857,1263139951789211647,['陕西省传染病院'; '西安交通大学医学院附属西安市第八医院'],西安市雁塔区丈八东路2号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][雁塔区(610113)|AREA|1|][丈八东路()|ROAD|1|2号$],8256,西安市雁塔区,1,医疗 医院,医疗;专科医院,2003,(029)85410050;(029)85331580,12128275.83,4031813.74,108.9378966,34.198139,108.9366186 34.1993988;108.9366396 34.1994478;108.9366805 34.1994807;108.9367493 34.1995006;108.9396149 34.199525;108.9396389 34.1979705;108.9387433 34.197968;108.9387613 34.1973862;108.9382137 34.1973811;108.9382157 34.1968992;108.9368432 34.1969084;108.9367555 34.1969175;108.9366807 34.1969526;108.9366298 34.1970197;108.9366186 34.1993988
西安交大,西安交通大学-一村,e56bf5e3c3f940440782c249,17998531186598608895,['交大一村'; '西安交大一村'; '西安交通大学一村'],碑林区咸宁路与兴庆路十字东南角,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|0|][碑林区(610103)|AREA|1|]咸宁路与[兴庆路()|ROAD|1|]十字东南角,8257,西安市碑林区,238,房地产 住宅区 小区,房地产;住宅区,2403,,12133524.43,4038891.43,108.9848026,34.2510078,108.9835803 34.2514913;108.983606 34.2502528;108.9840864 34.2502567;108.9840955 34.2504948;108.9861507 34.2504982;108.9862001 34.2515169;108.9835803 34.2514913
西安交大,西安济仁医院,0a15c7ecd84b95e5ed74f858,1263145105749966847,['西安交大第二临床医学院附属济仁医院'],西安市鄠邑区沣京大道1号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][鄠邑区(610118)|AREA|1|][丰京路()|ROAD|0|]沣京大道1号,1811,西安市鄠邑区,489,医疗 医院,医疗;综合医院,2002,(029)84836666,12094254.55,4020031.78,108.6323325,34.1104935,108.632934 34.1102752;108.6329421 34.1097774;108.6321945 34.1097843;108.6320677 34.1098604;108.631941 34.1099406;108.6318332 34.1100847;108.631873 34.1115582;108.6333361 34.1115414;108.6333353 34.1102887;108.632934 34.1102752
西安交大,交大康桥宾馆,e2c734e403235f4414a1908d,1260107099287846911,['康桥宾馆'; '西安交大康桥宾馆'],陕西省西安市碑林区咸宁西路28号交大商业街(近理工大学),[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][碑林区(610103)|AREA|1|][咸宁西路()|ROAD|1|28号$]交大商业街(近理工大学),8257,西安市碑林区,14,招待所 宾馆 客栈,酒店;其他,1101,(029)82666366,12133886.84,4038959.25,108.9880275,34.2515596,108.9878801 34.2518157;108.9878846 34.2512458;108.9881649 34.2512498;108.9881683 34.2518158;108.9878801 34.2518157
西安交大,西安市精神卫生中心,46cddfaa58294fdf441a3262,17598365556173231093,['陕西省精神卫生中心'; '西安交通大学医学部附属精神卫生中心'],西安市长安区航天大道东段与包茂高速交叉点东南角,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][长安区(610116)|AREA|1|]航天大道东段与包茂高速交叉点东南角,8248,西安市长安区,0,专科医院 医疗 医院 精神病医院,医疗;专科医院,2003,(029)63606310;(029)63609288,12135241.94,4028583.41,109.0001262,34.1743091,108.9975797 34.1752084;108.9988303 34.1751956;108.9989687 34.1753722;109.0023392 34.1753849;109.0027616 34.1732493;108.9975699 34.173203;108.9975797 34.1752084
西安交大,西安交大附小金辉分校曲江分部,45e2ca8d44d268df7069d3a6,13463435965014914564,['交大附属中学'; '交大附中'; '交大科技园区交大附中'; '西安交通附属中学'; '西安中学'],雁翔路99号西安交通大学曲江校区附近,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|0|][雁塔区(610113)|AREA|0|]雁翔路99号西安交通大学曲江校区附近,8256,西安市雁塔区,0,学校 小学 教育,教育培训;小学,1804,,12135161.68,4035769.9,108.9993691,34.2279115,
西安交大,西安交通大学-幼儿园,fcf2cade09ba931b88b988b5,8858341186398716523,['交大幼儿园'; '西安交大幼儿园'],碑林区咸宁西路28号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|0|][碑林区(610103)|AREA|1|][咸宁西路()|ROAD|1|28号$],8257,西安市碑林区,476,幼儿园 学校 教育,教育培训;幼儿园,1805,(029)82665310;(029)82668470,12133717.92,4038897.77,108.9865242,34.2510797,108.9862822 34.251449;108.9862508 34.2504497;108.9860547 34.2504499;108.9860503 34.2500288;108.986081 34.2499993;108.9861127 34.2499958;108.9870378 34.250013;108.9870607 34.2514381;108.9862822 34.251449
西安交大,交大三村-东门,de88e3c599244177246e9889,301680202609151273,['交大三村(东2门)'; '交大三村东门'],西安市碑林区西安交通大学三村号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][碑林区(610103)|AREA|1|][金花南路()|ROAD|0|]西安交通大学三村号,8257,西安市碑林区,238,正门 出入口 门,出入口;门,2708,,12134266.01,4038510.31,108.991399,34.2482576,
西安交大,西安交大-附小,083a55faf5722979246e986b,17998493416656207871,['交大附小'; '交通大学附属小学'; '西安交通大学附属小学'; '线交通大学附属小学'],西安市碑林区咸宁西路28号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][碑林区(610103)|AREA|1|][咸宁西路()|ROAD|1|28号$],8257,西安市碑林区,188,学校 小学 教育,教育培训;小学,1804,(029)82668189,12134101.85,4038989.82,108.9899408,34.2518143,108.9905241 34.2521853;108.9905364 34.25138;108.9893576 34.2513974;108.9893582 34.2522063;108.9905241 34.2521853
西安交大,西安交通大学-西南门,77403f20eb096e38a3acc4fa,9177999887444113967,['交通大学西南门'; '西安交通大学(西门)'],陕西省西安市碑林区咸宁西路28号西安交通大学,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][碑林区(610103)|AREA|1|][兴庆西路()|ROAD|0|]咸宁西路28号[西安交通大学(2419033015855752544)|POI_PARENT|1|],8257,西安市碑林区,0,出入口 门,出入口;门,2708,,12132409.05,4038387.52,108.9748723,34.247115,
西安交大,交大南门,6b1d6886b297ad4b4c6d464d,50553007183352097,,33路;252路;313路;401路;612路;700路,,8257,西安市碑林区,524,,,,,12132855.12,4037793.2,108.9788414,34.242733,
西安交大,西安交大-停车场,504d17c9db114fcea3acc4f8,17689513116498818824,,学森路与樱花西道交叉口西50米,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|0|][碑林区(610103)|AREA|0|]学森路与樱花西道交叉口西50米,8257,西安市碑林区,0,停车场 交通设施,交通设施;停车场,2208,,12132734.13,4038692.35,108.9777684,34.2494251,
西安交大,交大附中航天校区,a3fabf9cd0666f6152e5c52e,9553698771583427890,,陕西省西安市长安区航天南路180号,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][长安区(610116)|AREA|1|]航天南路180号,8248,西安市长安区,0,中学 学校 教育,教育培训;中学,1803,(029)89689922,12131744.6,4024626.65,108.9689752,34.1443774,108.9659396 34.1437888;108.9684413 34.1470043;108.9720765 34.1448426;108.9694084 34.1418065;108.9659396 34.1437888
西安交大,西安交大出版传媒大厦,1e23bc582b61f5f8eaf85347,11308389338383329201,['交大出版传媒大厦'; '西安交大出版传媒大厦'],陕西省西安市碑林区西安交通大学兴庆校区教学二区,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][碑林区(610103)|AREA|1|][二环南路东段()|ROAD|0|]西安交通大学兴庆校区教学二区,8257,西安市碑林区,0,房地产 写字楼,房地产;写字楼,2402,,12133727.37,4037830.97,108.9866032,34.2431241,
西安交大,西安交通大学,70605cddb8e4e330f32d83f9,10075062855556410113,,陕西省西安市长安区学森一路,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][长安区(610116)|AREA|1|][学森一路()|ROAD|1|],8248,西安市长安区,0,学校 教育 大学,教育培训;高等院校,1802,,12097011.52,4040457.63,108.6569842,34.2631024,
西安交大,西安交通大学-西门,e0eaee4da73bb4b4c056ac32,11495000019272393759,['西安交通大学兴庆校区(西1门)'],陕西省西安市碑林区咸宁西路28号,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][碑林区(610103)|AREA|1|][兴庆西路()|ROAD|0|]咸宁西路28号,8257,西安市碑林区,0,出入口 门,出入口;门,2708,,12132391.58,4037867.94,108.9747145,34.2432379,
西安交大,西安交通大学国家大学科技园,7c5e480b9257e5c9adb22a14,17660426726787776511,['交通大学国家大学科技园'; '陕西交通大学国家大学科技园'; '西安交大科技园'; '西安交通大学国家大学科技园(雁翔路)'; '西安交通大学科技园'],西安市雁塔区雁翔路99号,[陕西省(610000)|PROV|0|][西安市(610100)|CITY|1|][雁塔区(610113)|AREA|1|][雁翔路()|ROAD|1|99号$],8256,西安市雁塔区,256,科技园 行政区划,公司企业;园区,2503,(029)83399995,12134477.28,4035732.51,108.9932747,34.227564,108.992385 34.2274186;108.9927894 34.226823;108.9943112 34.2274729;108.9936837 34.2285047;108.9930694 34.228266;108.9931141 34.2281396;108.9932924 34.2279;108.9932251 34.2277532;108.9926644 34.2275112;108.992385 34.2274186
西安交大,交大曲江新村,8cd071cbcfe2ef5e6240a96d,3829725711837879412,['交大曲江新村小区'; '西安交通大学曲江新村'],陕西省西安市雁塔区雁翔路99号,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][雁塔区(610113)|AREA|1|]雁翔路99号,8256,西安市雁塔区,238,房地产 住宅区 小区,房地产;住宅区,2403,,12135262.87,4035926.71,109.0002704,34.2290894,
西安交大,交大科技园,877f4c14ab159b7b2cb96dde,9400919399030801842,['西安交通大学国家大学科技园(雁翔路)'],陕西省西安市雁塔区雁翔路,[陕西省(610000)|PROV|1|][西安市(610100)|CITY|1|][雁塔区(610113)|AREA|1|][雁翔路()|ROAD|1|],8256,西安市雁塔区,0,科技园 行政区划,公司企业;园区,2503,,12135067.4,4034721.35,108.9985328,34.2200829,
